
@attribute Name string
@attribute Platform { Wii, NES, GB, DS, X360, PS3, PS2, SNES, GBA, 3DS, PS4, N64, PS, XB, PC, 2600, PSP, XOne, GC, WiiU, GEN, DC, PSV, SAT, SCD, WS, NG, TG16, 3DO, GG, PCFX }
@attribute Year { 2006, 1985, 2008, 2009, 1996, 1989, 1984, 2005, 1999, 2007, 2010, 2013, 2004, 1990, 1988, 2002, 2001, 2011, 1998, 2015, 2012, 2014, 1992, 1997, 1993, 1994, 1982, 2003, 1986, 2000, 1995, 2016, 1991, 1981, 1987, 1980, 1983, 2020, 2017 }
@attribute Genre { Sports, Platform, Racing, Role-Playing, Puzzle, Misc, Shooter, Simulation, Action, Fighting, Adventure, Strategy }
@attribute Publisher { Nintendo, Microsoft Game Studios, Take-Two Interactive, Sony Computer Entertainment, Activision, Ubisoft, Bethesda Softworks, Electronic Arts, Sega, SquareSoft, Atari, 505 Games, Capcom, GT Interactive, Konami Digital Entertainment, Sony Computer Entertainment Europe, Square Enix, LucasArts, Virgin Interactive, Warner Bros. Interactive Entertainment, Universal Interactive, Eidos Interactive, RedOctane, Vivendi Games, Enix Corporation, Namco Bandai Games, Palcom, Hasbro Interactive, THQ, Fox Interactive, Acclaim Entertainment, MTV Games, Disney Interactive Studios, Majesco Entertainment, Codemasters, Red Orb, Level 5, Arena Entertainment, Midway Games, JVC, Deep Silver, 989 Studios, NCSoft, UEP Systems, Parker Bros., Maxis, Imagic, Tecmo Koei, Valve Software, ASCII Entertainment, Mindscape, Infogrames, Unknown, Square, Valve, Activision Value, Banpresto, D3Publisher, Oxygen Interactive, Red Storm Entertainment, Video System, Hello Games, Global Star, Gotham Games, Westwood Studios, GungHo, Crave Entertainment, Hudson Soft, Coleco, Rising Star Games, Atlus, TDK Mediactive, ASC Games, Zoo Games, Accolade, Sony Online Entertainment, 3DO, RTL, Natsume, Focus Home Interactive, Alchemist, Black Label Games, SouthPeak Games, Mastertronic, Ocean, Zoo Digital Publishing, Psygnosis, City Interactive, Empire Interactive, Success, Compile, Russel, Taito, Agetec, GSP, Microprose, Play It, Slightly Mad Studios, Tomy Corporation, Sammy Corporation, Koch Media, Game Factory, Titus, Marvelous Entertainment, Genki, Mojang, Pinnacle, CTO SpA, TalonSoft, Crystal Dynamics, SCi, Quelle, mixi, Inc, Rage Software, Ubisoft Annecy, Scholastic Inc., Interplay, Mystique, ChunSoft, Square EA, 20th Century Fox Video Games, Avanquest Software, Hudson Entertainment, Nordic Games, Men-A-Vision, Nobilis, Big Ben Interactive, Touchstone, Spike, Jester Interactive, Nippon Ichi Software, LEGO Media, Quest, Illusion Softworks, Tigervision, Funbox Media, Rocket Company, Metro 3D, Mattel Interactive, IE Institute, Rondomedia, Sony Computer Entertainment America, Universal Gamex, Ghostlight, Wizard Video Games, BMG Interactive Entertainment, PQube, Trion Worlds, Laguna, Ignition Entertainment, Takara, Kadokawa Shoten, Destineer, Enterbrain, Xseed Games, Imagineer, System 3 Arcade Software, CPG Products, Aruze Corp, Gamebridge, Midas Interactive Entertainment, Jaleco, Answer Software, XS Games, Activision Blizzard, Pack In Soft, Rebellion, Xplosiv, GameMill Entertainment, Wanadoo, NovaLogic, Telltale Games, Epoch, BAM! Entertainment, Knowledge Adventure, Mastiff, Tetris Online, Harmonix Music Systems, ESP, TYO, Telegames, Mud Duck Productions, Screenlife, Pioneer LDC, Magical Company, Mentor Interactive, Kemco, Human Entertainment, Avanquest, Data Age, Electronic Arts Victor, Black Bean Games, Jack of All Games, 989 Sports, Takara Tomy, Media Rings, Elf, Starfish, Zushi Games, Jorudan, Destination Software, Inc, New, Brash Entertainment, ITT Family Games, PopCap Games, Home Entertainment Suppliers, Ackkstudios, Starpath Corp., P2 Games, BPS, Gathering of Developers, NewKidCo, Storm City Games, CokeM Interactive, CBS Electronics, Magix, Marvelous Interactive, Kalypso Media, Nihon Falcom Corporation, Wargaming.net, Angel Studios, Arc System Works, Playmates, SNK Playmore, Hamster Corporation, From Software, Nippon Columbia, Nichibutsu, Little Orbit, Conspiracy Entertainment, DTP Entertainment, Hect, Mumbo Jumbo, Pacific Century Cyber Works, Indie Games, Liquid Games, NEC, Axela, ArtDink, Sunsoft, Gust, SNK, NEC Interchannel, FuRyu, Xing Entertainment, ValuSoft, Victor Interactive, Detn8 Games, American Softworks, Nordcurrent, Bomb, Falcom Corporation, AQ Interactive, CCP, Milestone S.r.l., JoWood Productions, Seta Corporation, On Demand, NCS, Aspyr, Gremlin Interactive Ltd, Agatsuma Entertainment, Compile Heart, Culture Brain, Mad Catz, Shogakukan, Merscom LLC, Rebellion Developments, Nippon Telenet, TDK Core, bitComposer Games, Foreign Media Games, Astragon, SSI, Kadokawa Games, Idea Factory, Performance Designed Products, Asylum Entertainment, Core Design Ltd., PlayV, UFO Interactive, Idea Factory International, Playlogic Game Factory, Essential Games, Adeline Software, Funcom, Panther Software, Blast! Entertainment Ltd, Game Life, DSI Games, Avalon Interactive, Popcorn Arcade, Neko Entertainment, Vir2L Studios, Aques, Syscom, White Park Bay Software, System 3, Vatical Entertainment, Daedalic, EA Games, Media Factory, Vic Tokai, The Adventure Company, Game Arts, Broccoli, Acquire, General Entertainment, Excalibur Publishing, Imadio, Swing! Entertainment, Sony Music Entertainment, Aqua Plus, Paradox Interactive, Hip Interactive, DreamCatcher Interactive, Tripwire Interactive, Sting, Yacht Club Games, SCS Software, Bigben Interactive, Havas Interactive, Slitherine Software, Graffiti, Funsta, Telstar, U.S. Gold, DreamWorks Interactive, Data Design Interactive, MTO, DHM Interactive, FunSoft, SPS, Bohemia Interactive, Reef Entertainment, Tru Blu Entertainment, Moss, T&E Soft, O-Games, Aksys Games, NDA Productions, Data East, Time Warner Interactive, Gainax Network Systems, Daito, O3 Entertainment, Gameloft, Xicat Interactive, Simon & Schuster Interactive, Valcon Games, PopTop Software, TOHO, HMH Interactive, 5pb, Cave, CDV Software Entertainment, Microids, PM Studios, Paon, Micro Cabin, GameTek, Benesse, Type-Moon, Enjoy Gaming ltd., Asmik Corp, Interplay Productions, Asmik Ace Entertainment, inXile Entertainment, Image Epoch, Phantom EFX, Evolved Games, responDESIGN, Culture Publishers, Griffin International, Hackberry, Hearty Robin, Nippon Amuse, Origin Systems, Seventh Chord, Mitsui, Milestone, Abylight, Flight-Plan, Glams, Locus, Warp, Daedalic Entertainment, Alternative Software, Myelin Media, Mercury Games, Irem Software Engineering, Sunrise Interactive, Elite, Evolution Games, Tivola, Global A Entertainment, Edia, Athena, Aria, Gamecock, Tommo, Altron, Happinet, iWin, Media Works, Fortyfive, Revolution Software, Imax, Crimson Cow, 10TACLE Studios, Groove Games, Pack-In-Video, Insomniac Games, Ascaron Entertainment GmbH, Asgard, Ecole, Yumedia, Phenomedia, HAL Laboratory, Grand Prix Games, DigiCube, Creative Core, Kaga Create, WayForward Technologies, LSP Games, ASCII Media Works, Coconuts Japan, Arika, Ertain, Marvel Entertainment, Prototype, Phantagram, 1C Company, The Learning Company, TechnoSoft, Vap, Misawa, Tradewest, Team17 Software, Yeti, Pow, Navarre Corp, MediaQuest, Max Five, Comfort, Monte Christo Multimedia, Pony Canyon, Riverhillsoft, Summitsoft, Milestone S.r.l, Playmore, MLB.com, Kool Kizz, Flashpoint Games, 49Games, Legacy Interactive, Alawar Entertainment, CyberFront, Cloud Imperium Games Corporation, Societa, Virtual Play Games, Interchannel, Sonnet, Experience Inc., Zenrin, Iceberg Interactive, Ivolgamus, 2D Boy, MC2 Entertainment, Kando Games, Just Flight, Office Create, Mamba Games, Fields, Princess Soft, Maximum Family Games, Berkeley, Fuji, Dusenberry Martin Racing, imageepoch Inc., Big Fish Games, Her Interactive, Kamui, ASK, TopWare Interactive, Headup Games, KSS, Cygames, KID, Quinrose, Sunflowers, dramatic create, TGL, Encore, Extreme Entertainment Group, Intergrow, G.Rev, Sweets, Kokopeli Digital Studios, Number None, Nexon, id Software, BushiRoad, Tryfirst, Strategy First, 7G//AMES, GN Software, Yuke's, Easy Interactive, Licensed 4U, FuRyu Corporation, Lexicon Entertainment, Paon Corporation, Kids Station, GOA, Graphsim Entertainment, King Records, Introversion Software, Minato Station, Devolver Digital, Blue Byte, Gaga, Yamasa Entertainment, Plenty, Views, fonfun, NetRevo, Codemasters Online, Quintet, Phoenix Games, Dorart, Marvelous Games, Focus Multimedia, Imageworks, Karin Entertainment, Aerosoft, Technos Japan Corporation, Gakken, Mirai Shounen, Datam Polystar, Saurus, HuneX, Revolution (Japan), Giza10, Visco, Alvion, Mycom, Giga, Warashi, System Soft, Sold Out, Lighthouse Interactive, Masque Publishing, RED Entertainment, Michaelsoft, Media Entertainment, New World Computing, Genterprise, Interworks Unlimited, Inc., Boost On, Stainless Games, EON Digital Entertainment, Epic Games, Naxat Soft, Ascaron Entertainment, Piacci, Nitroplus, Paradox Development, Otomate, Ongakukan, Commseed, Inti Creates, Takuyo, Interchannel-Holon, Rain Games, UIG Entertainment }
@attribute Global_Sales string

@data
Lovely Lisa,DS,2007.0,Simulation,DHM Interactive,0.12
DX Game of Life 2,PS,1997.0,Misc,Takara,0.33
Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,0.04
Avatar: The Last Airbender - The Burning Earth,Wii,2007.0,Action,THQ,0.26
Sega Superstars Tennis,DS,2008.0,Sports,Sega,0.75
Bejeweled 3,X360,,Puzzle,Unknown,0.14
Drome Racers,GBA,2003.0,Racing,THQ,0.03
Prince of Persia,X360,2008.0,Action,Ubisoft,1.01
Momotarou Dentetsu World,DS,2010.0,Misc,Hudson Soft,0.19
Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.01
Fire Emblem: Seisen no Keifu,SNES,1996.0,Strategy,Nintendo,0.58
Tetris 2 + Bombliss,NES,1991.0,Puzzle,BPS,0.32
Wolfenstein: The Old Blood,PC,2015.0,Action,Bethesda Softworks,0.08
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,Paon,0.01
Real Time Conflict: Shogun Empires,DS,2005.0,Strategy,Namco Bandai Games,0.07
NatGeo Challenge! Wild Life,PS3,2010.0,Misc,Black Bean Games,0.1
Independence Day,PS,1997.0,Shooter,Fox Interactive,0.44
Tag Team Match M.U.S.C.L.E.,NES,1985.0,Fighting,Namco Bandai Games,1.05
F1 2010,X360,2010.0,Racing,Codemasters,0.89
Onechanbara Z Kagura,PS3,2013.0,Action,D3Publisher,0.03
Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.06
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.87
Operation Armored Liberty,GBA,2003.0,Action,Majesco Entertainment,0.27
Indy 500,2600,,Racing,Atari,0.27
Nobunaga no Yabou DS,DS,2006.0,Strategy,Tecmo Koei,0.01
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007.0,Strategy,Konami Digital Entertainment,0.03
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.01
Beyblade: Metal Masters,DS,2010.0,Action,Konami Digital Entertainment,0.28
Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.08
I'm A Celebrity: Get Me Out of Here!,DS,2009.0,Misc,Mindscape,0.04
Black & White 2,PC,2005.0,Strategy,Electronic Arts,0.09
Wizards of Waverly Place,DS,2009.0,Misc,Disney Interactive Studios,0.87
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,0.05
50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.02
Hasbro Family Fun Pack,XOne,2015.0,Misc,Ubisoft,0.13
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005.0,Role-Playing,Ghostlight,0.08
World Championship Rugby,PS2,2004.0,Sports,Acclaim Entertainment,0.11
Tetris DX,GB,1998.0,Puzzle,Nintendo,1.93
Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,Microsoft Game Studios,0.59
Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.02
Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.29
Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009.0,Misc,Take-Two Interactive,0.09
Kabu Trader Shun,DS,2007.0,Action,Capcom,0.03
Lode Runner 3-D,N64,1998.0,Action,Infogrames,0.1
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010.0,Puzzle,Avanquest,0.29
The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.21
Ultimate Shooting Collection,Wii,2008.0,Shooter,Milestone,0.08
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,3.27
Dragon Age Origins: Awakening,PS3,2010.0,Role-Playing,Spike,0.26
Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.07
pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.79
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.99
LEGO Marvel Super Heroes,PS4,2013.0,Action,Warner Bros. Interactive Entertainment,1.56
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009.0,Fighting,Konami Digital Entertainment,0.03
Wappy Dog,DS,2011.0,Simulation,Activision,0.29
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005.0,Action,Ubisoft,0.07
Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,0.07
Micro Machines 64 Turbo,N64,1999.0,Racing,Codemasters,0.14
Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.03
World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.29
Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,1.39
Conflict: Desert Storm,GC,2003.0,Shooter,SCi,0.08
WRC: FIA World Rally Championship,PC,,Racing,Black Bean Games,0.01
Picross DS,DS,2007.0,Puzzle,Nintendo,0.51
Dark Void,X360,2010.0,Action,Capcom,0.31
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,0.01
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.13
The Incredible Hulk,X360,2008.0,Action,Sega,0.27
Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.1
Star Trek: Legacy,X360,,Simulation,Ubisoft,0.19
Saturday Night Speedway,PS2,2004.0,Racing,Play It,0.2
Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.14
Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.16
The Idolm,,,,,
Castlevania II: Simon's Quest,NES,1987.0,Platform,Konami Digital Entertainment,0.93
Sherlock Holmes: Crimes & Punishments,XOne,2014.0,Adventure,Focus Home Interactive,0.08
Vegas Party,Wii,,Misc,Unknown,0.16
Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,6.03
NFL Street,XB,2004.0,Sports,Electronic Arts,0.66
Killzone: Liberation,PSP,2006.0,Shooter,Sony Computer Entertainment,0.89
Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.28
Metroid Prime: Trilogy,Wii,2009.0,Shooter,Nintendo,0.63
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.16
MotionSports,X360,2010.0,Sports,Ubisoft,0.7
Princess Isabella: A Witch's Curse,DS,2010.0,Adventure,GSP,0.09
Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.11
Grand Slam,PS,1997.0,Misc,Virgin Interactive,0.04
Street Fighter Anniversary Collection,XB,2004.0,Fighting,Capcom,0.15
The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.76
SCORE International Baja 1000: The Official Game,PS3,2008.0,Racing,Activision,0.08
Alpha Protocol,X360,2010.0,Role-Playing,Sega,0.4
Gold's Gym: Dance Workout,Wii,2010.0,Sports,Ubisoft,0.87
Disney's Donald Duck: Goin' Quackers,GC,2002.0,Platform,Ubisoft,0.04
Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,Empire Interactive,0.47
Championship Motocross featuring Ricky Carmichael,PS,1998.0,Racing,THQ,0.58
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003.0,Action,Capcom,0.02
Micro Machines,PS2,2002.0,Racing,Atari,0.14
FIFA 15,PC,2014.0,Sports,Electronic Arts,0.3
Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.11
NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,0.33
WWE SmackDown vs. Raw 2011,X360,2010.0,Fighting,THQ,0.88
The Legend of Zelda: The Minish Cap,GBA,2004.0,Action,Nintendo,1.42
NASCAR Thunder 2003,PS2,,Racing,Unknown,1.22
The Clique: Diss and Make Up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.12
Without Warning,XB,,Shooter,Capcom,0.02
Volleyball,NES,1987.0,Sports,Nintendo,2.15
Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,0.11
Paperboy / Rampage,GBA,2005.0,Misc,Zoo Digital Publishing,0.13
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999.0,Strategy,Konami Digital Entertainment,1.1
Game no Kanzume Vol 1,SCD,1994.0,Misc,Sega,0.05
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002.0,Adventure,Sony Computer Entertainment,0.41
Pony Friends 2,Wii,2009.0,Simulation,Eidos Interactive,0.1
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,Namco Bandai Games,0.06
Imagine: Animal Doctor,DS,2007.0,Simulation,Ubisoft,1.05
The Granstream Saga,PS,1997.0,Role-Playing,Sony Computer Entertainment,0.14
Myth Makers: Super Kart GP,Wii,2007.0,Racing,Popcorn Arcade,0.02
Dragon Ball Z: Ultime Menace,SNES,1993.0,Fighting,Namco Bandai Games,0.73
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.12
The Sims 2: Pets,DS,2006.0,Simulation,Electronic Arts,2.09
Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,0.37
Wipeout: The Game,Wii,2009.0,Misc,Mindscape,2.09
Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,Activision,0.63
Fuse (Insomniac),PS3,2013.0,Shooter,Electronic Arts,0.12
No Fear Downhill Mountain Biking,PS,1998.0,Sports,Codemasters,0.13
FIFA Soccer 2004,PS2,,Sports,Electronic Arts,3.49
Shadow The Hedgehog,XB,2005.0,Platform,Sega,0.18
Street Fighter Collection,PS,1997.0,Fighting,Capcom,0.1
Derby Stallion II,SNES,1994.0,Sports,ASCII Entertainment,0.87
Ben 10: Protector of Earth,PS2,2007.0,Action,D3Publisher,0.84
Chevrolet Camaro: Wild Ride,Wii,2010.0,Racing,Storm City Games,0.06
Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.32
Arslan: The Warriors of Legend,PS3,2015.0,Action,Tecmo Koei,0.05
ESPN College Hoops,PS2,2003.0,Sports,Sega,0.16
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010.0,Action,Namco Bandai Games,0.04
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.53
Fantastic 4: Flame On,GBA,2005.0,Action,Activision,0.28
.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.14
Mezase!! Tsuri Master DS,DS,2009.0,Sports,Hudson Soft,0.01
High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,1.87
SBK Superbike World Championship,X360,2008.0,Racing,Black Bean Games,0.21
Smash Cars,PS2,2003.0,Racing,Metro 3D,0.11
NFL GameDay 99,PS,1998.0,Sports,989 Studios,1.53
Sly 3: Honor Among Thieves,PS2,2005.0,Platform,Sony Computer Entertainment,0.83
Domino Rally,Wii,2007.0,Action,Nordcurrent,0.05
The Guy Game,XB,2004.0,Misc,Gathering of Developers,0.07
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.11
Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.07
Tony Hawk: RIDE,X360,2009.0,Sports,Activision,0.61
Angry Birds Star Wars,XOne,2013.0,Strategy,Activision,0.16
Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,1.06
Need for Speed: Most Wanted,PC,2005.0,Racing,Electronic Arts,0.3
Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,Hackberry,0.02
Pebble Beach Golf Links,SAT,1994.0,Sports,Sega,0.02
Skylanders: Trap Team,X360,2014.0,Action,Activision,0.93
Dai Senryaku VII: Modern Military Tactics,XB,2003.0,Strategy,Kool Kizz,0.04
Mechanic Escape,PS3,2012.0,Platform,D3Publisher,0.04
Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.12
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012.0,Misc,Namco Bandai Games,0.63
Doukyuusei,TG16,1995.0,Adventure,NEC,0.14
WRC 2: FIA World Rally Championship,X360,2011.0,Racing,Ubisoft,0.08
International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.11
Natalie Brooks: Mystery at Hillcrest High,DS,2012.0,Action,Licensed 4U,0.02
A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,2.79
Tetris,GB,1989.0,Puzzle,Nintendo,30.26
Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.11
Twisted Metal 4,PS,1999.0,Racing,989 Studios,1.28
Balls of Fury,Wii,2007.0,Sports,Zoo Digital Publishing,0.02
Colin McRae Rally 3,XB,2002.0,Racing,Codemasters,0.04
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,4.42
DJ Hero,PS3,2009.0,Misc,Activision,0.91
NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.16
Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.56
Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.16
Super Bomberman 3,SNES,1994.0,Puzzle,Hudson Soft,0.7
Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,Capcom,0.14
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008.0,Misc,Namco Bandai Games,0.04
New Super Mario Bros. Wii,Wii,2009.0,Platform,Nintendo,28.62
Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,0.61
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,0.06
Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05
Romance of the Three Kingdoms XI,PS2,2007.0,Strategy,Tecmo Koei,0.07
SD Gundam G Generation Spirits,PS2,2007.0,Strategy,Namco Bandai Games,0.38
Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.35
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002.0,Sports,Konami Digital Entertainment,0.09
Overlord II,PS3,2009.0,Action,Codemasters,0.32
Schlag den Raab,PC,2010.0,Misc,Namco Bandai Games,0.03
SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.44
Sloane to MacHale no Nazo no Monogatari 2,DS,2009.0,Puzzle,Level 5,0.09
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,0.11
H2O+: Footprints in the Sand,PS2,2008.0,Adventure,Kadokawa Shoten,0.01
Mortal Kombat 3,GEN,1994.0,Fighting,Acclaim Entertainment,1.34
Harley-Davidson: Road Trip,Wii,2010.0,Racing,Destineer,0.04
Strike Force Bowling,XB,2004.0,Sports,Crave Entertainment,0.04
IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06
Monster Hunter Frontier Online: Forward 2,X360,2011.0,Role-Playing,Capcom,0.03
Spider-Man 3,X360,2007.0,Platform,Activision,0.57
Lovely Lisa and Friends,DS,2010.0,Simulation,Tomy Corporation,0.13
Inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.07
Sotsugyou Crossworld,PS,1996.0,Simulation,Hearty Robin,0.09
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,Namco Bandai Games,0.09
Minecraft,X360,2013.0,Misc,Microsoft Game Studios,9.2
Harvest Moon DS Cute (jp sales),DS,2005.0,Simulation,Marvelous Interactive,0.1
PopCap Hits!,X360,2011.0,Misc,PopCap Games,0.02
Culdcept Revolt,3DS,2016.0,Strategy,Nintendo,0.05
Disney's The Lion King,GEN,1994.0,Platform,Virgin Interactive,1.41
Chuck E. Cheese's Party Games,DS,2010.0,Misc,UFO Interactive,0.18
Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,6.83
Dragon Warrior,NES,1986.0,Role-Playing,Capcom,2.52
Monster Jam,DS,2007.0,Racing,Activision,0.14
Sound Novel Machi,SAT,1998.0,Adventure,ChunSoft,0.09
R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.27
Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,505 Games,0.18
Turbo: Super Stunt Squad,DS,2013.0,Sports,D3Publisher,0.03
Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.15
Taiko no Tatsujin: Wii U Version!,WiiU,2013.0,Misc,Namco Bandai Games,0.19
Brutal Legend,PS3,2009.0,Action,Electronic Arts,0.95
The Dog Island,Wii,2007.0,Adventure,Ubisoft,0.39
The Typing of the Dead,DC,2000.0,Shooter,Sega,0.05
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.23
NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.4
Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.06
Puzzler Collection,Wii,2008.0,Puzzle,Ubisoft,0.06
Magnetica,DS,2006.0,Puzzle,Nintendo,0.14
Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.17
Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,7.3
Army of Two: The 40th Day,PSP,2010.0,Shooter,Electronic Arts,0.32
Puzzle Challenge: Crosswords and More!,Wii,2009.0,Puzzle,Crave Entertainment,0.03
Dance Dance Revolution Disney Mix,PS,2000.0,Simulation,Konami Digital Entertainment,0.04
Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,0.06
Harukanaru Toki no Naka de 6,PSP,2015.0,Action,Tecmo Koei,0.02
Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,1.14
Uprising X,PS,1998.0,Action,3DO,0.07
Rock Band Track Pack Volume 2,Wii,2008.0,Misc,MTV Games,0.24
XCOM: Enemy Unknown,X360,2012.0,Strategy,Take-Two Interactive,0.64
Namco Museum 64,N64,1999.0,Misc,Namco Bandai Games,1.45
Brothers Conflict: Passion Pink,PSP,2012.0,Action,Idea Factory,0.03
Batman: Arkham Origins,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.93
Super Mario Bros.,NES,1985.0,Platform,Nintendo,40.24
Resident Evil 4,PC,2007.0,Action,Ubisoft,0.03
Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.04
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.05
Myst,PC,1994.0,Adventure,Red Orb,2.81
TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.05
Fit in Six,PS3,2011.0,Sports,Ubisoft,0.13
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.29
NFL GameDay,PS,1995.0,Sports,Sony Computer Entertainment,0.85
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005.0,Action,Namco Bandai Games,0.18
